City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Jalingo,8.8833,11.3667,87.49,13,0,4.43,NG,1613896924
Longyearbyen,78.2186,15.6401,24.8,63,40,12.66,SJ,1613896672
Mataura,-46.1927,168.8643,63.0,78,0,1.01,NZ,1613896926
Puerto Ayora,-0.7393,-90.3518,73.99,98,35,5.01,EC,1613896927
Sancti Spíritus,21.9297,-79.4425,69.94,91,4,7.92,CU,1613896927
Nikolskoye,59.7035,30.7861,26.6,93,90,4.47,RU,1613896928
Roskoshnoye,48.5074,39.3004,30.38,95,100,11.9,UA,1613896928
Arraial do Cabo,-22.9661,-42.0278,75.61,88,0,4.59,BR,1613896694
Banda Aceh,5.5577,95.3222,85.24,68,80,11.52,ID,1613896930
Port Elizabeth,-33.918,25.5701,75.2,53,20,27.63,ZA,1613896930
Tigil',57.8,158.6667,6.85,93,54,6.89,RU,1613896932
Yulara,-25.2406,130.9889,102.2,17,75,10.36,AU,1613896932
Saskylakh,71.9167,114.0833,-30.62,84,7,1.48,RU,1613896934
Zaozyornoye,45.1582,33.2787,37.99,57,99,0.94,UA,1613896934
Bluff,-46.6,168.3333,63.0,78,0,1.01,NZ,1613896936
Hermanus,-34.4187,19.2345,64.99,84,71,1.99,ZA,1613896709
Parkersburg,39.2667,-81.5615,12.0,72,1,2.82,US,1613896938
Tuktoyaktuk,69.4541,-133.0374,-17.39,88,98,11.43,CA,1613896938
Praia,14.9215,-23.5087,66.2,77,0,16.11,CV,1613896854
Northam,51.0333,-4.2167,48.99,91,100,7.0,GB,1613896940
Lorengau,-2.0226,147.2712,82.38,75,85,5.7,PG,1613896941
Bria,6.5423,21.9863,86.63,14,100,6.06,CF,1613896739
Jamestown,42.097,-79.2353,10.99,92,1,4.61,US,1613896942
Albany,42.6001,-73.9662,15.8,79,20,4.61,US,1613896936
Cherskiy,68.75,161.3,-33.05,84,100,4.38,RU,1613896943
Saint George,37.1041,-113.5841,39.99,69,1,6.91,US,1613896943
Odienné,9.51,-7.5692,82.69,15,49,3.49,CI,1613896698
Punta Arenas,-53.15,-70.9167,42.8,81,0,2.3,CL,1613896710
Tiksi,71.6872,128.8694,-26.16,85,35,2.57,RU,1613896945
Vrangel',42.7297,133.0839,26.85,85,56,5.53,RU,1613896732
Kapaa,22.0752,-159.319,73.99,88,90,13.8,US,1613896946
Carnarvon,-24.8667,113.6333,86.0,70,90,10.36,AU,1613896948
Tourlaville,49.6383,-1.5664,52.0,87,90,6.91,FR,1613896948
Tagusao,9.1924,117.8141,78.28,71,64,10.09,PH,1613896949
Khatanga,71.9667,102.5,-19.7,87,98,10.29,RU,1613896949
Tessalit,20.1986,1.0114,77.85,14,0,14.65,ML,1613896950
College,64.8569,-147.8028,-20.0,83,1,4.61,US,1613896950
Elmira,42.0898,-76.8077,18.0,79,90,5.75,US,1613896951
Kilindoni,-7.9139,39.6668,81.72,78,100,4.32,TZ,1613896951
Cape Town,-33.9258,18.4232,71.01,56,20,11.5,ZA,1613896952
Xai-Xai,-25.0519,33.6442,83.66,75,100,9.95,MZ,1613896952
Aykhal,66.0,111.5,-31.85,82,88,0.92,RU,1613896731
Hobart,-42.8794,147.3294,64.99,67,90,13.8,AU,1613896770
New Norfolk,-42.7826,147.0587,64.99,62,75,2.51,AU,1613896955
Ponta Delgada,37.7333,-25.6667,55.4,82,75,13.8,PT,1613896955
Baykit,61.67,96.37,-7.56,83,100,3.36,RU,1613896956
Hithadhoo,-0.6,73.0833,81.73,78,60,15.43,MV,1613896956
Anzio,41.4853,12.6179,55.99,88,0,1.01,IT,1613896957
Sydney,-33.8679,151.2073,77.0,73,40,10.36,AU,1613896758
Konotop,51.2403,33.2026,33.19,99,100,9.42,UA,1613896677
East London,-33.0153,27.9116,71.6,60,40,13.8,ZA,1613896959
Severo-Kuril'sk,50.6789,156.125,30.42,97,100,33.17,RU,1613896959
Souillac,-20.5167,57.5167,86.0,66,40,16.11,MU,1613896960
Olinda,-8.0089,-34.8553,78.8,69,40,6.91,BR,1613896960
Hamilton,39.1834,-84.5333,17.6,92,1,4.63,US,1613896961
George Town,5.4112,100.3354,89.6,58,20,11.5,MY,1613896961
Barrow,71.2906,-156.7887,-9.4,77,75,13.8,US,1613896962
Omsukchan,62.5333,155.8,-30.06,81,99,4.9,RU,1613896963
Gunjur,13.2019,-16.7339,71.94,38,80,15.52,GM,1613896963
Upernavik,72.7868,-56.1549,-23.22,83,19,14.27,GL,1613896964
The Pas,53.8251,-101.2541,19.4,68,1,8.05,CA,1613896964
Bilma,18.6853,12.9164,72.84,19,69,9.1,NE,1613896965
Butaritari,3.0707,172.7902,81.09,81,35,18.75,KI,1613896965
Lüderitz,-26.6481,15.1594,71.83,37,0,26.62,NA,1613896816
Barbate,36.1924,-5.9219,59.0,82,75,8.05,ES,1613896688
Yenagoa,4.9247,6.2642,84.74,59,87,2.57,NG,1613896928
Vila do Maio,15.1333,-23.2167,66.2,77,0,16.11,CV,1613896968
Hofn,64.2539,-15.2082,39.7,72,100,24.63,IS,1613896968
Tautira,-17.7333,-149.15,78.8,73,0,9.22,PF,1613896969
Kilimatinde,-5.85,34.95,75.2,77,100,5.12,TZ,1613896969
Klaksvík,62.2266,-6.589,44.6,93,75,20.71,FO,1613896970
Nanortalik,60.1432,-45.2371,16.68,92,100,9.37,GL,1613896970
Acajutla,13.5928,-89.8275,77.76,51,80,6.4,SV,1613896971
Aklavik,68.2191,-135.0107,-20.2,76,0,3.44,CA,1613896971
Abhā,18.2164,42.5053,64.4,72,40,18.41,SA,1613896955
Marzuq,14.4,46.4667,80.83,23,1,7.85,YE,1613896972
Iqaluit,63.7506,-68.5145,-25.6,68,1,2.3,CA,1613896802
Kieta,-6.2167,155.6333,81.21,76,100,1.7,PG,1613896973
Beihai,21.4833,109.1,69.84,73,0,11.34,CN,1613896795
São Miguel do Araguaia,-13.275,-50.1628,71.15,98,100,4.36,BR,1613896693
Maamba,-17.3667,27.15,73.63,77,100,4.23,ZM,1613896975
Chui,-33.6971,-53.4616,61.32,92,0,5.03,UY,1613896975
Honolulu,21.3069,-157.8583,77.0,69,20,11.5,US,1613896736
Bella Union,-30.2752,-57.6007,66.31,71,0,6.4,UY,1613896977
Cape Coast,5.1053,-1.2466,82.09,75,80,5.86,GH,1613896977
Qingdao,36.0986,120.3719,77.0,22,0,6.71,CN,1613896931
Santa Maria,-29.6842,-53.8069,63.61,96,14,3.71,BR,1613896978
Tasiilaq,65.6145,-37.6368,32.0,74,75,31.07,GL,1613896979
Roura,4.7263,-52.3274,78.8,83,75,8.05,GF,1613896979
Lima,-12.0432,-77.0282,69.01,82,0,4.61,PE,1613896980
Vila Franca do Campo,37.7167,-25.4333,55.4,76,75,10.36,PT,1613896980
Sørkjosen,69.8,20.9333,8.51,85,48,23.87,NO,1613896981
Ponta do Sol,32.6667,-17.1,54.0,77,33,1.99,PT,1613896981
High Rock,26.6208,-78.2833,66.2,59,90,13.8,BS,1613896982
Masvingo,-20.0637,30.8277,78.67,63,100,5.23,ZW,1613896982
Palmer,42.1584,-72.3287,18.0,68,0,5.14,US,1613896714
Carauari,-4.8828,-66.8958,71.38,97,100,1.99,BR,1613896984
Fortuna,40.5982,-124.1573,39.2,100,40,4.61,US,1613896984
Byron Bay,-28.65,153.6167,77.0,78,90,16.11,AU,1613896806
Shunyi,40.125,116.6453,75.2,7,0,15.66,CN,1613896986
Port Hardy,50.6996,-127.4199,41.0,93,90,5.75,CA,1613896986
Bilibino,68.0546,166.4372,-26.72,76,56,1.52,RU,1613896987
Wilmington,34.2257,-77.9447,34.0,69,1,8.05,US,1613896863
Tartagal,-22.5164,-63.8013,72.25,78,100,1.25,AR,1613896988
Samarai,-10.6167,150.6667,84.52,75,61,6.6,PG,1613896988
Sitka,57.0531,-135.33,44.6,93,90,16.11,US,1613896989
Muravlenko,63.7898,74.523,-10.55,90,100,11.41,RU,1613896731
Beatrice,40.2681,-96.747,35.6,75,90,10.36,US,1613896990
Bredasdorp,-34.5322,20.0403,62.6,88,76,4.61,ZA,1613896991
Yellowknife,62.456,-114.3525,-11.0,77,75,3.44,CA,1613896991
Mahébourg,-20.4081,57.7,86.0,66,40,16.11,MU,1613896720
Mandiana,10.6333,-8.6833,82.06,15,23,4.52,GN,1613896992
Ternate,0.8,127.4,83.12,74,6,9.55,ID,1613896993
Tenkodogo,11.78,-0.3697,81.05,13,82,15.75,BF,1613896994
São Filipe,14.8961,-24.4956,71.73,69,0,9.69,CV,1613896995
Canutama,-6.5339,-64.3831,71.73,96,100,2.24,BR,1613896995
Juneau,58.3019,-134.4197,37.4,81,90,27.63,US,1613896996
Oktyabr'skoye,43.0645,44.7417,30.0,80,0,4.47,RU,1613896996
Anloga,5.7947,0.8973,80.6,89,20,3.44,GH,1613896997
Mar del Plata,-38.0023,-57.5575,57.0,93,0,4.61,AR,1613896997
Deūlgaon Rāja,20.0167,76.0333,84.2,39,40,6.91,IN,1613896998
Bellavista,-7.0561,-76.5911,69.13,94,41,0.98,PE,1613896999
Sept-Îles,50.2001,-66.3821,10.4,56,40,6.91,CA,1613896737
Pimentel,-6.8367,-79.9342,69.01,83,0,4.0,PE,1613896737
Oakdale,44.963,-92.9649,21.99,73,75,8.05,US,1613896715
Mennzel Bou Zelfa,36.6831,10.5843,59.0,94,20,5.75,TN,1613896738
Nhulunbuy,-12.2333,136.7667,86.0,70,40,13.8,AU,1613897002
Porto Santo,33.072,-16.3415,57.2,58,40,16.11,PT,1613897003
Lensk,60.7253,114.9278,-12.78,85,100,7.09,RU,1613897003
Itarema,-2.9248,-39.9167,76.14,87,92,10.16,BR,1613897004
Stromness,58.965,-3.296,42.8,81,48,19.57,GB,1613897004
Saint-Philippe,-21.3585,55.7679,89.6,58,75,19.57,RE,1613897005
Venado Tuerto,-33.7456,-61.9688,60.01,86,0,5.01,AR,1613897005
Hong Kong,22.2855,114.1577,73.99,56,0,7.11,HK,1613896796
Mossamedes,-15.1961,12.1522,73.85,60,37,3.62,AO,1613897006
Saint-Pierre,-21.3393,55.4781,87.8,58,40,21.85,RE,1613896722
Litovko,49.2361,135.1742,5.74,93,65,6.4,RU,1613897007
Kaitangata,-46.2817,169.8464,62.01,72,0,4.45,NZ,1613897008
Igarka,67.4667,86.5833,-30.68,82,77,7.0,RU,1613897008
Hilo,19.7297,-155.09,69.8,88,90,6.91,US,1613897009
Bengkulu,-3.8004,102.2655,82.44,73,57,6.11,ID,1613896774
Abengourou,6.7297,-3.4964,81.64,66,4,1.88,CI,1613897010
Siedlce,52.1677,22.2901,41.0,93,100,7.92,PL,1613897011
Athabasca,54.7169,-113.2854,28.4,64,68,3.44,CA,1613897011
Kanniyākumāri,8.0833,77.5667,86.25,59,100,19.39,IN,1613897012
San Cristobal,7.7669,-72.225,62.26,84,23,2.8,VE,1613897013
Bubaque,11.2833,-15.8333,76.73,64,0,13.73,GW,1613897013
Muros,42.7762,-9.0603,45.0,94,100,1.01,ES,1613897014
Waipawa,-41.4122,175.5153,64.4,59,100,21.85,NZ,1613897014
Ust-Nera,64.5667,143.2,-20.96,78,91,0.63,RU,1613897016
Saint Paul Harbor,57.79,-152.4072,30.2,69,75,12.66,US,1613897016
Okaihau,-35.3167,173.7833,66.0,81,0,1.79,NZ,1613897017
Tokur,53.1333,132.9,-4.05,93,100,2.84,RU,1613897018
Ranong,9.9658,98.6348,89.6,48,20,12.66,TH,1613897018
Avera,33.194,-82.5271,30.2,75,1,4.23,US,1613897019
Cabo San Lucas,22.8909,-109.9124,57.0,79,34,9.98,MX,1613897020
Bambous Virieux,-20.3428,57.7575,86.0,66,40,16.11,MU,1613897020
Ulaangom,49.9811,92.0667,14.95,93,100,2.39,MN,1613897021
Katsuura,35.1333,140.3,63.0,59,0,18.41,JP,1613897021
Norman Wells,65.282,-126.8329,-22.0,76,75,4.61,CA,1613897022
Port Hedland,-20.3167,118.5667,91.4,58,61,17.27,AU,1613897022
Lagos,6.5833,3.75,88.41,43,81,1.66,NG,1613897023
Port-Gentil,-0.7193,8.7815,84.2,79,40,5.75,GA,1613897024
Lebu,-37.6167,-73.65,53.46,88,5,14.61,CL,1613897025
Dikson,73.5069,80.5464,-7.33,91,100,5.03,RU,1613897025
Tuatapere,-46.1333,167.6833,63.0,78,0,1.01,NZ,1613897026
Kimbe,-5.5502,150.1429,80.46,82,100,0.89,PG,1613897026
San Patricio,28.017,-97.5169,53.6,93,1,8.05,US,1613897027
Conde,-7.2597,-34.9075,77.0,100,20,3.44,BR,1613897028
Constitución,-35.3333,-72.4167,53.78,73,0,5.19,CL,1613897028
Oddur,4.1213,43.8894,88.34,28,38,20.51,SO,1613897028
Băişoara,46.5833,23.4667,34.0,93,90,1.14,RO,1613897029
Zhigansk,66.7697,123.3711,-27.47,83,100,3.98,RU,1613897030
Ribeira Grande,38.5167,-28.7,55.4,94,75,5.75,PT,1613897030
Nara,34.6851,135.8049,66.2,37,0,4.61,JP,1613897031
Tiznit Province,29.5833,-9.5,55.08,81,100,15.95,MA,1613897031
Arrondissement du Havre,49.5833,0.3333,53.6,62,0,6.91,FR,1613897032
Urucará,-2.5364,-57.76,71.94,98,100,2.71,BR,1613897032
Tsiroanomandidy,-18.7667,46.0333,84.9,56,100,5.88,MG,1613897033
Kirakira,-10.4544,161.9205,81.61,80,65,3.22,SB,1613897033
Coyhaique,-45.5752,-72.0662,48.2,87,100,4.61,CL,1613897034
Parabel',58.6978,81.4825,-4.9,91,100,10.56,RU,1613897034
Bambanglipuro,-7.95,110.2833,84.6,68,8,9.42,ID,1613896736
Nome,64.5011,-165.4064,-7.6,71,90,8.05,US,1613897035
Benguela,-12.5763,13.4055,79.97,62,100,3.31,AO,1613897036
Komsomolets,53.7453,62.0708,-5.37,87,2,3.22,KZ,1613897036
Vila Velha,-20.3297,-40.2925,75.2,88,75,3.44,BR,1613897037
Saldanha,-33.0117,17.9442,69.8,60,4,12.66,ZA,1613897037
Mount Gambier,-37.8333,140.7667,64.4,63,90,14.97,AU,1613897038
Mayo,38.8876,-76.5119,26.6,54,1,6.91,US,1613897038
Zambezi,-13.5432,23.1047,74.75,76,100,9.84,ZM,1613897039
Los Llanos de Aridane,28.6585,-17.9182,60.8,67,20,6.91,ES,1613896784
Entre Rios,-11.9419,-38.0844,70.72,94,100,2.64,BR,1613897040
Orotina,9.912,-84.5234,68.0,73,0,14.97,CR,1613897041
Airai,-8.9266,125.4092,64.6,100,100,3.04,TL,1613897041
Jacqueville,5.2052,-4.4146,82.4,89,40,5.75,CI,1613897042
Yar-Sale,66.8333,70.8333,-32.93,82,51,5.64,RU,1613897042
Castro,-24.7911,-50.0119,57.69,97,24,5.28,BR,1613897043
Beckley,37.7782,-81.1882,17.6,85,1,3.09,US,1613897044
Port-Cartier,50.0334,-66.8654,10.4,56,40,6.91,CA,1613897044
Dera Bugti,29.0307,69.151,82.83,14,60,8.81,PK,1613897045
Wakkanai,45.4094,141.6739,26.6,63,75,17.27,JP,1613896836
Obo,5.3998,26.4869,92.59,11,97,5.41,CF,1613897047
Geraldton,-28.7667,114.6,86.0,35,0,12.66,AU,1613897047
Caravelas,-17.7125,-39.2481,72.86,93,100,3.13,BR,1613897048
Lyaskelya,61.7667,31.0167,8.94,93,100,11.97,RU,1613897048
Lagoa,39.05,-27.9833,52.47,86,100,10.8,PT,1613897049
Port Keats,-14.25,129.55,81.7,86,100,10.89,AU,1613897049
Kununurra,-15.7667,128.7333,89.6,50,90,9.22,AU,1613897050
Bull Savanna,17.8868,-77.5902,69.46,80,0,2.73,JM,1613897050
Baní,18.2833,-70.3333,73.0,83,0,1.01,DO,1613897051
Uíge,-7.6087,15.0613,77.36,73,92,3.29,AO,1613897051
Tezu,27.9167,96.1667,85.28,20,0,4.43,IN,1613897052
Khipro,25.8285,69.3772,91.85,11,18,3.04,PK,1613897052
Bima,-8.4667,118.7167,83.12,77,100,4.43,ID,1613897053
Lugovoy,42.9472,72.7644,34.99,92,100,4.0,KZ,1613897054
Sabang,5.8933,95.3214,81.52,80,39,22.08,ID,1613897054
Fairbanks,64.8378,-147.7164,-20.0,83,1,4.61,US,1613897055
Bethel,41.3712,-73.414,18.0,72,1,4.61,US,1613897055
Naryan-Mar,67.6713,53.087,-27.58,84,21,5.99,RU,1613897056
La Bruyère,50.3948,4.6144,51.8,58,0,11.5,BE,1613897056
Srednekolymsk,67.45,153.6833,-33.59,81,0,4.9,RU,1613897057
Nantucket,41.2835,-70.0995,24.8,63,1,24.16,US,1613897057
Viedma,-40.8135,-62.9967,56.7,55,0,9.93,AR,1613897058
Jumla,29.2747,82.1838,62.24,29,0,7.81,NP,1613897058
Keetmanshoop,-26.5833,18.1333,74.93,24,32,9.6,NA,1613897059
Pacific Grove,36.6177,-121.9166,48.0,87,1,5.75,US,1613897060
Isangel,-19.55,169.2667,80.02,83,100,11.18,VU,1613897060
Aksarka,66.5606,67.7975,-30.05,84,91,6.58,RU,1613897061
Bethanien,-26.502,17.1583,75.2,25,0,6.4,NA,1613897061
Kropotkin,45.4375,40.5756,31.03,98,37,5.77,RU,1613897062
Necochea,-38.5473,-58.7368,50.0,89,0,3.0,AR,1613897062
Harboøre,56.6175,8.1807,48.99,88,100,1.99,DK,1613897063
Oga,46.4631,10.347,48.99,92,0,2.3,IT,1613897063
Longonjo,-12.9067,15.2533,72.79,61,100,2.24,AO,1613897064
Vanimo,-2.6741,141.3028,80.83,77,30,3.58,PG,1613897064
Meulaboh,4.1363,96.1285,85.96,67,91,6.82,ID,1613897065
Leh,34.1667,77.5833,30.4,81,89,3.31,IN,1613896968
Sørland,67.667,12.6934,32.79,91,100,31.25,NO,1613897066
Mildura,-34.2,142.15,87.8,23,43,12.66,AU,1613897067
Tura,25.5198,90.2201,83.52,15,0,6.49,IN,1613897067
Praia da Vitória,38.7333,-27.0667,52.0,93,40,4.32,PT,1613897068
Gazli,40.1333,63.45,49.8,41,0,7.65,UZ,1613897068
Broome,42.2506,-75.833,17.6,93,90,6.91,US,1613897069
Gisborne,-38.6533,178.0042,71.01,85,8,6.08,NZ,1613897070
Brazzaville,-4.2658,15.2832,80.6,78,40,3.44,CG,1613897071
Hare Bay,48.8499,-54.0148,14.0,85,100,4.61,CA,1613897071
Vila,42.0304,-8.1588,39.99,95,100,5.99,PT,1613897072
Prince Rupert,54.3161,-130.3201,44.6,93,90,17.27,CA,1613897072
Barra de Tecoanapa,16.5167,-98.75,70.86,83,1,5.01,MX,1613897073
Andenes,69.3143,16.1194,26.6,68,20,29.93,NO,1613897073
Dicamay,16.7561,122.0037,73.38,78,100,3.18,PH,1613897074
Gimli,50.6336,-96.9907,17.6,86,0,11.5,CA,1613897074
Yongchang,30.0381,119.7317,67.23,54,0,4.07,CN,1613897075
Kangaba,11.9333,-8.4167,83.57,14,17,7.76,ML,1613897075
Scarborough,54.2797,-0.4044,48.99,83,86,3.0,GB,1613897076
Aksay,47.26,39.87,32.0,69,40,15.66,RU,1613897077
Concepción del Uruguay,-32.4825,-58.2372,63.0,80,0,4.29,AR,1613897077
Pionerskiy,54.9508,20.2275,41.0,70,98,6.71,RU,1613897078
Laguna de Perlas,12.3429,-83.6712,74.1,87,30,10.83,NI,1613897079
Inhambane,-23.865,35.3833,87.8,70,40,4.61,MZ,1613897079
Shiraoi,42.55,141.35,28.4,69,20,9.22,JP,1613897081
Turbat,26.0023,63.044,88.84,11,1,9.17,PK,1613897082
Dudinka,69.4058,86.1778,-29.65,83,63,4.36,RU,1613897082
Paamiut,61.994,-49.6678,5.86,90,59,8.95,GL,1613897083
Sosnovo,60.5514,30.2144,25.0,97,100,10.98,RU,1613897084
Peace River,56.2501,-117.286,30.99,69,20,19.57,CA,1613897084
Provideniya,64.3833,-173.3,-11.63,83,20,4.9,RU,1613897085
Aykino,62.2248,49.9922,-15.92,86,46,4.59,RU,1613897085
Narsaq,60.9167,-46.05,19.4,63,90,3.44,GL,1613897086
Poum,-20.2333,164.0167,83.53,75,98,4.59,NC,1613897087
La Ronge,55.1001,-105.2842,26.6,59,1,4.61,CA,1613897087
Boa Esperança,-21.09,-45.5658,63.99,94,12,4.63,BR,1613897088
Grand Gaube,-20.0064,57.6608,84.99,68,2,11.01,MU,1613897088
Codrington,-38.2667,141.9667,61.56,73,9,10.63,AU,1613897089
Ugoofaaru,5.6667,73.0,82.69,73,49,10.18,MV,1613897090
Kattivākkam,13.2167,80.3167,82.4,61,75,13.8,IN,1613897091
Makkah al Mukarramah,21.4267,39.8261,76.17,35,0,7.65,SA,1613897035
Urubichá,-15.3833,-62.95,70.65,96,100,1.14,BO,1613897092
Comodoro Rivadavia,-45.8667,-67.5,60.8,48,0,6.91,AR,1613897092
Florø,61.5996,5.0328,46.4,81,90,33.38,NO,1613897093
Nguruka,-5.1092,31.0419,77.5,72,100,2.53,TZ,1613897093
Camopi,3.1655,-52.3158,69.89,98,59,1.86,GF,1613897094
Coquimbo,-29.9533,-71.3436,59.0,88,90,3.44,CL,1613897094
Grindavik,63.8424,-22.4338,35.6,87,0,9.22,IS,1613897095
Haines Junction,60.7522,-137.5108,1.4,85,100,2.04,CA,1613897096
Laas,46.6166,10.7002,42.01,70,75,3.44,IT,1613897096
Monte Patria,-30.6919,-70.9467,56.79,66,0,1.07,CL,1613897097
Kiryat Gat,31.61,34.7642,60.01,43,10,5.91,IL,1613897097
Takoradze,4.8845,-1.7554,82.9,73,24,4.65,GH,1613896933
Torbay,47.6666,-52.7314,24.01,79,90,18.41,CA,1613897098
Pevek,69.7008,170.3133,-16.67,89,100,4.65,RU,1613897099
Caçapava do Sul,-30.5122,-53.4914,59.27,100,1,3.04,BR,1613897100
Beringovskiy,63.05,179.3167,-17.64,82,8,11.21,RU,1613897100
La Santisima Trinidad,-14.8333,-64.9,72.18,98,100,1.97,BO,1613897101
Mamali,6.7767,124.645,83.93,71,97,3.36,PH,1613897101
Ondjiva,-17.0667,15.7333,68.0,94,75,3.44,AO,1613897102
Okha,53.5739,142.9478,3.69,90,100,19.06,RU,1613897103
Tandaltī,13.0167,31.8667,79.45,15,3,14.65,SD,1613897104
Kaniama,-7.5667,24.1833,67.62,98,100,2.93,CD,1613897104
Opuwo,-18.0607,13.84,72.25,53,100,6.02,NA,1613897105
Concepción del Oro,24.6333,-101.4167,45.81,51,0,2.71,MX,1613897105
Sinnamary,5.3833,-52.95,76.32,85,93,10.89,GF,1613897106
Guerrero Negro,27.9769,-114.0611,56.62,78,97,9.42,MX,1613897106
Suihua,46.6406,126.9969,15.48,95,100,4.07,CN,1613897050
Port Blair,11.6667,92.75,81.9,65,99,16.87,IN,1613897107
Millington,35.3415,-89.8973,33.01,74,1,6.55,US,1613897108
Mocuba,-16.8392,36.9856,93.4,55,6,2.86,MZ,1613897108
Shaowu,27.3409,117.4831,71.53,55,14,1.68,CN,1613897109
Madimba,-10.4,40.3333,83.23,75,100,5.1,TZ,1613897109
Pangody,65.85,74.4859,-27.81,84,85,5.53,RU,1613897111
Buluang,13.3068,123.3425,74.84,93,100,8.93,PH,1613897111
San Miguel de Tucumán,-26.8241,-65.2226,66.2,94,90,3.44,AR,1613897112
Diapaga,12.0708,1.7889,79.43,14,54,13.31,BF,1613897112
Lavrentiya,65.5833,-171.0,-16.96,82,0,8.9,RU,1613897113
Ebeltoft,56.1944,10.6821,41.0,93,20,4.61,DK,1613897114
Sárvár,47.2539,16.9352,42.8,81,34,9.22,HU,1613897114
Mandalgovi,45.7625,106.2708,20.28,90,100,12.8,MN,1613897115
Bandarbeyla,9.4942,50.8122,78.55,58,78,14.12,SO,1613897115
Suntar,62.1444,117.6319,-17.55,87,100,3.33,RU,1613897116
Thinadhoo,0.5333,72.9333,82.74,72,88,14.18,MV,1613897118
Chokurdakh,70.6333,147.9167,-33.16,83,76,5.35,RU,1613897118
Damnoen Saduak,13.5182,99.9547,91.99,40,99,1.01,TH,1613897119
Kemerovo,55.3333,86.0833,5.0,61,0,11.18,RU,1613897106
Nioaque,-21.1353,-55.83,65.75,79,0,2.01,BR,1613897120
Vammala,61.3333,22.9,35.01,93,90,5.75,FI,1613897121
Lajas,18.05,-67.0593,73.0,88,0,1.01,PR,1613897122
Pavlodar,52.3,76.95,10.4,67,20,22.37,KZ,1613897122
Ballymena,54.8636,-6.2763,46.0,87,0,10.36,GB,1613897123
Kremenchuk,49.0973,33.4197,31.75,99,99,9.4,UA,1613897123
Ilebo,-4.3167,20.5833,81.16,64,100,1.36,CD,1613897124
Bowmore,34.9421,-79.3031,30.2,69,1,5.75,US,1613897125
Kitimat,54.0524,-128.6534,36.0,95,100,1.99,CA,1613897126
Namatanai,-3.6667,152.4333,82.22,77,90,6.44,PG,1613897126
Alice Springs,-23.7,133.8833,100.4,14,0,8.05,AU,1613897127
Esil,51.9556,66.4042,-5.06,90,18,7.36,KZ,1613897127
Margate,51.3813,1.3862,51.01,70,95,4.0,GB,1613897128
Cabedelo,-6.9811,-34.8339,77.0,100,20,3.44,BR,1613897128
Jalu,29.0331,21.5482,63.03,35,0,6.64,LY,1613897129
Mindelo,16.8901,-24.9804,68.0,73,20,24.16,CV,1613897130
Valparaíso,-33.0393,-71.6273,48.2,100,20,2.3,CL,1613897131
Key West,24.5557,-81.7826,68.0,77,75,18.41,US,1613897131
Atocha,-20.9333,-66.2333,46.0,75,100,8.86,BO,1613897132
Faya,18.3851,42.4509,64.4,72,40,18.41,SA,1613897132
Nelson Bay,-32.7167,152.15,73.4,88,75,9.22,AU,1613897133
Saint-Paul,-21.0096,55.2707,86.0,58,0,23.02,RE,1613897134
Namwala,-15.7504,26.4384,71.08,91,100,2.19,ZM,1613897134
